Name,Address,Rooms,Grade,District,AGA Division,PS/MC/UC,Logitiute,Latitude
BLUE HORIZON,"NO. 129,HIGH BEACH ROAD, AMBALANGODA",10,B,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,NULL,NULL
CITIZEN REST,"221/9, ELBADA ROAD, INGIRIYA",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
BEACH HUT,"ARUGAMBAY,POTTUVIL.",9,B,Ampara,Ampara,Pottuvil Divisional Secretariat,NULL,NULL
CLOSENBURG HOTEL,"11, CLOSEDBERG ROAD,MAGALLE ,GALLE",20,A,Galle,Galle,Galle Divisional Secretariat,80.235093,6.031424
FANTASY HOTEL,"MAIN STREET,ARUGAMBAY SINNA ULLAI,POTTUVIL.",11,B,Ampara,Ampara,Pottuvil Divisional Secretariat,NULL,NULL
DHARSHANI RIVER VIEW,"15/1,KITHALANDALUWA ROAD,WILLORAWATTE,MORATUWA",7,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,NULL,NULL
EASTERN EATING HOUSE,"NO. 7, 2ND CROSS STREET, BATTICALOA",4,C,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,NULL,NULL
ARUGAMBAY PACIFIC HOTEL,"MAIN STREET,ARUGAMBAY,POTTUVIL",12,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.831438,6.842457
ELLA GAP TOURIST INN,"PASSARA ROAD, ELLA",5,A,Badulla,Ella Pradeshiya Sabha,Badulla Divisional Secretariat,81.049619,6.87272
EURO STAR,"KATUNAYAKA ROAD, PEELLAWATTA,MINUWANGODA",30,A,Gampaha,Minuwangoda Pradeshiya Sabha,Minuwangoda Divisional Secretariat,79.919841,7.178291
THE DANISH VILLA,"SINNA ULLAI,ARUGAMBAY",7,B,Ampara,Ampara,Pottuvil Divisional Secretariat,81.83063,6.845058
DILUXSHAN REST,"BEACH ROAD, KALUWANCHIKUDY",10,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.804181,7.518212
EARL'S CHATEAU,"NO. 09, WINSTONE, WICKRAMASINGHE MAWATHA, KEGALLE",5,A,Kegalle,Kegalle,Kegalle Divisional Secretariat,NULL,NULL
GALOYA HOTEL,"NILIATUGODA, ETTAMPITIYA",5,A,Badulla,Badulla,Badulla Divisional Secretariat,81.385645,7.301744
HAREESHA HOLIDAY RESORT,"IMADUWA ROAD,YAKKALAMULLA",23,A,Galle,Galle,Yakkalamulla Divisional Secretariat,80.351037,6.102983
FAMOUS GUEST HOUSE,"NO. 66/5, NEW RATHNAPURA ROAD, SEETHAWAKAPURA, AVISSSAWELLA.",18,A,Colombo,Seethawaka Pradeshiya Sabha,Hanwella,80.212044,6.94904
GANGA ADDARA HOTEL,"NO.295,PEEKWELLA,MATARA",7,B,Matara,Matara,Matara Divisional Secretariat,80.559379,5.947097
HAUS CHANDRA HOTEL,"NO.37,BEACH ROAD,MT.LAVINIA",16,A,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,79.864768,6.842547
HOTEL SADEEPA,"GANETENNA, HINGULLA",26,B,Kegalle,Kegalle,Mawanella Divisional Secretariat,NULL,NULL
GARDEN BEACH CLUB,"NO.430,MATHARA ROAD,DALAWELLA,UNAWATUNA",6,B,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
SANJEEWA HOTEL,"NO. 72, KALAWEWA ROAD, GALEWELA",5,B,Matale,Matale,Galewela Divisional Secretariat,80.368872,8.286864
GOLDEN NEST GUEST HOUSE,"NO.21, CRIPPS ROAD, GALLE",5,B,Galle,Galle,Galle Divisional Secretariat,NULL,NULL
HOTEL LIONS DEN,"NO:523/11,D.S.SENANAYAKE MW,STAGE II,ANURADHAPURA",5,B,Anuradhapura,Anuradhapura,Anuradhapura East,80.398222,8.317564
GOLDEN FLOWER GUEST HOUSE,"AIRPORT ROAD, HINGURAKGODA",5,A,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,NULL,NULL
HOTEL SUNRICH,"NO. 260/4, HEDENIYA, WERELLAGAMA",36,A,Kandy,Harispattuwa Pradeshiya Sabha,Harispattuwa Divisional Secretariat,80.558646,7.338127
HESHAN HOLIDAY REST,"740/5,ROMIYAL MAWATHA,PANAGODA,HOMAGAMA",15,B,Colombo,Homagama Pradeshiya Sabha,Homagama Divisional Secretariat,80.021918,6.855338
HOTEL LOVUSI,"NO:584,HOSPITAL ROAD,JAFFNA",12,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.015791,9.664856
HIGH CLIFFE HOTEL,"NO.15,STATION ROAD,,HAPUTHALE",9,B,Badulla,Haputale,Haputale Divisional Secretariat,80.959676,6.768795
HAMILTON DELI,"NO:2,ASARAPPA ROAD,NEGAMBO",8,A,Gampaha,Negombo,Negombo Divisional Secretariat,79.838128,7.21129
GREEN HOUSE RESTAURANT AND LODGING HOUSE,"MUTALIYAR ROAD, AKKARAIPATTUWA 8",5,B,Ampara,AKKARAIPATTU,Akkaraipattu Divisional Secretariat,NULL,NULL
HOTEL COCKPIT,"660/36,ARALIYA LANE,LIYANAGEMULLA,SEEDUWA.",5,B,Gampaha,Gampaha,Gampaha Divisional Secretariat,79.873992,7.14831
ROYAL MEAL HOLIDAY HOME & RESTAURANT,"NO:540 A/2,SAMURDHI MAWATHA,WALAGAMA,MALWANA",10,A,Gampaha,Biyagama Pradeshiya Sabha,Biyagama Divisional Secretariat,NULL,NULL
HOTEL SURASA,"NEGOMBO ROAD, ALAKOLADENIYA, KURUNEGALA",17,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
HOTEL CROWN FIELD,"KURUNEGALA ROAD,NARAMMALA",8,A,Kurunegala,Kurunegala,Narammala Divisional Secretariat,80.217317,7.43409
HOTEL TARAGON,"NO. 546, KURUNEGALA ROAD, THULHIRIYA",16,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,NULL,NULL
HOTEL JASMINE LANKA,"MIRIGAMA RD,PASYALA",12,B,Gampaha,Gampaha,Mirigama Divisional Secretariat,NULL,NULL
HOTEL FAMOUS,"NO.41,SCHOOL LANE,EHELIYAGODA",16,A,Ratnapura,Eheliyagoda Pradeshiya Sabha,Eheliyagoda Divisional Secretariat,NULL,NULL
HOTEL KINKINI,"306,BADULLA RD,BIBILE",15,A,Moneragala,N/A,Bibile Divisional Secretariat,81.223353,7.15441
HOTEL FLOWER GARDEN,"NO.14,WELLA DEWALA ROAD,UNAWATUNA,GALLE",25,A,Galle,Galle,Galle Divisional Secretariat,80.248556,6.013972
JAFFNA FORT,"NO. 56, 1ST CROSS STREET, JAFFNA",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.00808,9.663071
JAYABIMA GUEST HOUSE,"NO. 124, KOTMALE ROAD, NAWALAPITIYA",5,A,Kandy,Pasbage Korale Pradeshiya Sabha,Pasbage Korale Divisional Secretariat,NULL,NULL
HOTEL GANGAADDARA,"NO.11/A.DEWENI RAJASINGHE MAWATHA,GETABE,KANDY",13,A,Kandy,Kandy,Kandy Divisional Secretariat,80.607066,7.274586
KAMARO HOLIDAY RESORT,"NO. 05, BOLGODA, BANDARAGAMA",6,A,Kalutara,Bandaragama Pradeshiya Sabha,Bandaragama Divisional Secretariat,NULL,NULL
HOTEL NEW SEA LORD,"3RD MILE POST,UPPAVELI,TRINCOMALEE",25,B,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.220295,8.60287
HOMELY GUEST HOUSE,"GOLAHENAWATTE JUNCTION,MAHAWELA 21140,MATALE",9,A,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
KANDY PANORAMA RESORT,"NO. 352/H, DHARMARAJA MAWATHA, KANDY",10,A,Kandy,Kandy,Gagawata,80.655409,7.287736
KAVI GUEST HOUSE,"TRINCO ROAD, AMMATHANAWELY, KATHIRAWELY, VAKARAI",8,B,Batticaloa,Batticaloa,Koralai Pattu Divisional Secretariat,NULL,NULL
HORIZON HILL HOTEL,"NO.33,GOTABAYA MAWATHA,HUNUPITIYA,WATTALA",12,A,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.906688,6.982057
HOTEL BABIE & CATERS,"DALADAGAMA,BALALLA,MAHO",18,B,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,80.249934,7.810201
HEMADAN,"NO:25,RIVER AVENUE,ALUTHGAMA",10,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.997708,6.42923
KURULUKELAY INN,"NO. 17, ALBERT SENEVIRATNA MAWATHA, KEGALLE",8,B,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.334834,7.252171
MONTY GUEST,"C 32,1ST AVEUNE,AMPARA",42,A,Ampara,Ampara,Ampara Divisional Secretariat,81.67794,7.286339
HOTEL BRIDGE VIEW,"63/24,NEW DUTCH BAR ROAD,KALLADY,BATTICALOA",21,B,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,81.710739,7.721854
HOTEL HESHANI,"NO:176/1,WALAWWATTE,KEGALLE",8,B,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.459473,7.140422
HOTEL CANBO,"NO.98,MAHIYANGANA ROAD,BIBILE",9,A,Moneragala,N/A,Bibile Divisional Secretariat,81.222902,7.164342
KURUNDUWATTA HOLIDAY RESORT,"THOTUPOLA ROAD, PITIGALA",20,A,Galle,Galle,Niyagama Divisional Secretariat,80.222378,6.343892
NANDANA REST,"NO. 50, AVISSAWELLA ROAD, WELIVITA, KADUWELA",20,B,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,NULL,NULL
HOTEL HOME FEEL,"166, RAJA MAWATHA, UDAMMITA, JA-ELA",8,B,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,NULL,NULL
MATALE TOURIST GUEST HOUSE,"NO.145,M.C.ROAD,MATALE",5,B,Matale,Matale,Matale Divisional Secretariat,NULL,NULL
NIPUNA REST,"NO.821,MEEPITIYA,KEGALLE.",5,A,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.367042,7.251071
THE NATURE'S RESORT,"NO. 80, PAHALA MABULA, MAWALGAMA ROAD, WAGA",8,A,Colombo,Colombo,Hanwella,80.127534,6.908823
REST HOUSE - MATHUGAMA,"NO.53,ALUTHGAMA ROAD,MATHUGAMA",14,A,Kalutara,Mathugama Pradeshiya Sabha,Mathugama Divisional Secretariat,80.116599,6.520195
MEZZALUNA REST,"12A,JAYA MAWATHA,WALANA,PANADURA",6,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,NULL,NULL
HOTEL NEPTUNE BAY,"YADDHIMULLA ROAD, UNAWATUNA, GALLE",12,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.245628,6.009925
LAKE SIDE TOURIST INN,"AKURUGODA,THISSAMAHARAMA",22,A,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.292314,6.284998
LAKHIRU HOLIDAY RESORT AND RESTAURANT,"NO:218/B,KURUKUTHTHALA,KADUGANNAWA",8,B,Kandy,Kandy,Udunuwara Divisional Secretariat,NULL,NULL
LANKA INN TOURIST REST,"NO.67,DUMBARA ROAD,HATTON",11,B,Nuwara Eliya,Hatton-Dickoya,Nuwara Eliya Divisional Secretariat,NULL,NULL
LAKE REACH HOTEL,"NO.59, LOUIS PEIRIS MAWATHA, KANDY.",8,B,Kandy,Kandy,Kandy Divisional Secretariat,80.647375,7.289019
LIHINIYA SEA VIEW GUEST HOUSE,"39/A,DE SERAM ROAD,MOUNT LAVINIA",20,A,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,NULL,NULL
OASIS BEACH HOTEL,"NO.10/26,PORUTOTA ROAD,NEGOMBO",6,A,Gampaha,Gampaha,Negombo Divisional Secretariat,79.841541,7.23972
LOTUS REST,"162/19, WATHUREGAMA, AHUNGALLA",20,A,Galle,Galle,Balapitiya Divisional Secretariat,80.035455,6.305251
LUCKY STAR GUEST HOUSE,"31,TUDUWEWATTA GOYAMBOKKA,TANGALLE",9,B,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,NULL,NULL
PABASARA GUEST HOUSE,"PANSAL WATTE, BANGAMA ROAD, AKURESSA",5,B,Matara,Akuressa Pradeshiya Sabha,Akuressa Divisional Secretariat,80.474981,6.101911
OLD REST HOUSE,"OLD ELLA ROAD,WELLAWAYA",10,A,Moneragala,N/A,Wellawaya Divisional Secretariat,81.101002,6.732293
PABASARA REST,"NO. 4/3, KOSWATTA, KIRIBATHGODA, KELANIYA",10,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,79.926224,6.976251
PAIVAS CITY HOTEL,"NO. 37, YATINUWARA VEEDIYA, KANDY",5,A,Kandy,Kandy,Ganewatta Divisional Secretariat,80.635766,7.293828
PARADISE INN,"NO. 238/2, NUWARA ELIYA ROAD, WELIMADA",5,B,Badulla,Welimada Pradeshiya Sabha,Welimada Divisional Secretariat,NULL,NULL
PRI - KIN RESTAURANT & GUEST HOUSE,"NO:10, PORUTHOTA ROAD, ETHTHUKALA,NEGOMBO",5,B,Gampaha,Negombo,Negombo Divisional Secretariat,NULL,NULL
PARADISE INN,"NO. 8, DANGOLLA ROAD,PERADENIYA",19,A,Kandy,Kandy,Gagawata,80.60789,7.269178
PARADISE REST,"NO. 76, REST HOUSE ROAD, NIKAWERATIYA.",14,B,Kurunegala,Nikaweratiya Pradeshiya Sabha,Nikaweratiya Divisional Secretariat,80.120044,7.751355
PULEY S BALMORAL HOTEL,"OPPOSITE TO RAILWAY STATION ,VAUNIYA.",14,A,Vavuniya,Vavuniya,Vavuniya,80.494247,8.753839
PARK VIEW HOLIDAY RESORT,"NO. 03, SITHULPAUWA ROAD, KATARAGAMA",11,B,Moneragala,N/A,Moneragala Divisional Secretariat,NULL,NULL
HOTEL PARADISO,"406,GALLE ROAD,HIKKADUWA",1,B,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,80.102908,6.128799
PUNSISI,"NO:207/4/A, MEEAMBEWATHNA ROAD,THIHARIYA, KALAGEDIHENA",12,B,Gampaha,Attanagalla Pradeshiya Sabha,Attanagalla Divisional Secretariat,NULL,NULL
PEACE HEAVEN INN,"NO. 18, PEELIPOTHAGAMA ROAD, BADULLA",7,B,Badulla,Badulla,Badulla Divisional Secretariat,NULL,NULL
HOTEL RANDIV,"562/1A,KANDY RD,MEEPITIYA,KEGALLE",5,A,Kegalle,Kegalle,Kegalle Divisional Secretariat,80.384047,7.281209
PEARL INN GUEST HOUSE,"POWER HOUSE LANE,MANALKUDIERAPPU,MULLAITIVU",5,B,Mullaitivu,Vavuniya,Vavuniya,NULL,NULL
REST HOUSE DENIYAYA,"REST HOUSE,DENIYAYA",4,B,Matara,Kotapola Pradeshiya Sabha,Kotapola Divisional Secretariat,80.557427,6.339833
PRASADA GUEST HOUSE,"NO:181/A, KANDY ROAD, PASYALA.",10,A,Gampaha,Gampaha Pradeshiya Sabha,Gampaha Divisional Secretariat,NULL,NULL
PRASANNA GUEST HOUSE,"NO:1042,KANDY ROAD, ANURADHAPURA JUNTION,TRINCOMALEE",18,B,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,81.208747,8.585838
RAJ REST,"WORD NO. 7, PUTHUKUDIYIRUPPU, MULAITIVU",8,B,Mullaitivu,N/A,N/A,NULL,NULL
RAINBOW,"NO. 526, NEGOMBO ROAD, HANDALA, WATTALA",5,B,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,NULL,NULL
SIAM VIEW HOTEL,"ARUGAMBAY,POTTUVIL.",5,A,Ampara,Ampara,Pottuvil Divisional Secretariat,NULL,
SILVIKRIS,"32/9A,RAYMOND ROAD, NUGEGODA",5,A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,79.882293,6.871275
SIYANCO HOLIDAY RESORT,"1ST CANAL ROAD,POLONNARUWA",17,A,Polonnaruwa,Polonnaruwa,Polonnaruwa Divisional Secretariat,80.99859,7.940886
RANGANA REST,"KANDY ROAD, WARAKAPOLA",6,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,NULL,NULL
SATHMALA ELLA,"GAMMADUWELA, PALLEGAMA, DENIYAYA",12,A,Matara,Matara,Matara Divisional Secretariat,NULL,NULL
HINIDUMA REST HOUSE,"REST HOUSE,HINIDUMA",3,B,Galle,Galle,Thawalama Divisional Secretariat,80.320077,6.304647
SOLAR GARDEN RESTAURENT & GUEST HOUSE,"NO:86,GALLE ROAD,PIYADIGAMA,AHANGAMA.",5,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
RAN KETHA HOLIDAY INN,"DALADAGAMA, MAHAWA",22,B,Kurunegala,Mahawa Pradeshiya Sabha,Mahawa Divisional Secretariat,NULL,NULL
SOROWWA RESORT & SPA,"LAKE ROAD,HABARANA.",22,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.75079,8.040575
SENIC SUMMIT GUEST HOUSE,"102/132A, HEWAHETA ROAD, TALWATTE, KANDY",6,A,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
STAR REST,"KANDY ROAD,PARANTHAN",6,B,Kilinochchi,N/A,N/A,80.407352,9.426661
SIDDHALEPA MEDICINAL HOUSE,"GANGULATANNA, ADAM'S PEAK ROAD,NALLATANNIYA",10,B,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,NULL,NULL
REST HOUSE - MORAGALA,"MORAGALA,MEEGAHATENNA",4,B,Kalutara,Walallawita Pradeshiya Sabha,Kalutara Divisional Secretariat,80.178349,6.461504
SENKADA REST,"NO 108, HEWAHATE ROAD,TALWATTE, KANDY",8,B,Kandy,Kandy,Kandy Divisional Secretariat,80.655699,7.28974
RANKETHA REST,"NO. 1108/A, MATUGAMA ROAD, NAGODA, KALUTARA",5,B,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,NULL,NULL
SERENE GARDEN,"173/5, RAJAPIHIALLA MAWATHA, KANDY",12,B,Kandy,Kandy,Kandy Divisional Secretariat,80.64412,7.284872
PUSSELLAWA REST HOUSE,"PUSSELLAWA REST HOUSE,PUSSELLAWA",3,B,Kandy,Kandy,Kandy Divisional Secretariat,NULL,NULL
RANTHARU,"NO. 193/14, NEW TOWN, ARALAGANWILA",5,B,Polonnaruwa,Polonnaruwa,Dimbulagala Divisional Secretariat,NULL,NULL
GSH COLOMBO,"NO. 382, GALLE ROAD, COLOMBO 06",32,A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,79.862452,6.867818
S.L.R.HOLIDAY HOME AND GUEST HOUSE,"NO:42,BATTICALOA ROAD, KALMUNAI",21,B,Ampara,Kalmunai,Kalmunai Divisional Secretariat,NULL,NULL
THARANA GUEST HOUSE,"NO.28,GANGASIRIWATTA,SIRIMALWATTA,GUNNEPANA",5,B,Kandy,Kandy,Kundasale Divisional Secretariat,80.721233,7.289313
GIRIULLA RESORT,"SATHUTU UYANA ,NALLE, DIWULDENIYA.",20,A,Gampaha,Gampaha,Mirigama Divisional Secretariat,NULL,NULL
TANIYA NATURE RESORT,"PUTTALAM ROAD,KALPITIYA",14,A,Puttalam,Kalpitiya Pradeshiya Sabha,Kalpitiya Divisional Secretariat,79.744219,8.217138
AMBEPUSSA REST HOUSE,"AMBEPUSSA, WARAKAPOLA",6,A,Kegalle,Kegalle,Warakapola Divisional Secretariat,NULL,NULL
SANA GUEST HOUSE,"NO:279,BARATHI NAGAR,MALLAVI,YOGAPURAM",5,B,Mullaitivu,Vavuniya,Vavuniya,NULL,NULL
THANU REST,"UDAYA NAGAR WEST ,OFF KANDY ROAD,KILLINOCHCHI",6,B,Kilinochchi,N/A,N/A,NULL,NULL
SANA GUEST HOUSE,"NO:105, KOLLAVILANKULAM, PALI NAGAR, VAVUNIKKULAM",5,B,Mullaitivu,Vavuniya,Vavuniya,NULL,NULL
THE ALBATROSS GOLFING & HOLIDAY RESORT,"C/O VICTORIA GOLF& COUNTRY RESORT,P.O. BOX 07,RAJAWELLA",5,A,Kandy,Kandy,Medadumbara Divisional Secretariat,80.772308,7.265746
MAHAGAMA REST HOUSE,"MAHAGAMA REST HOUSE, MAHAGAMA",4,B,Kalutara,Bulathsinhala Pradeshiya Sabha,Bulathsinhala Divisional Secretariat,80.159812,6.62073
REST HOUSE - ANAMADUWA,"REST HOUSE,ANAMADUWA",5,B,Puttalam,Anamaduwa Pradeshiya Sabha,Anamaduwa Divisional Secretariat,80.011116,7.903239
THE BELFRY GUEST HOUSE,"NO. 13/4, POLKATUWA, GALLE ROAD, BERUWALA",6,A,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,79.985959,6.468166
ROSA RESTAURENT,"MAVADY MOOLAI ROAD, VADDU WEST, VADDUK KODDAI.",15,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,79.946031,9.744691
THE VILLA HOTEL,"YADDHEMULLA,UNAWATUNA",6,A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,NULL,NULL
ROYAL PARK INN,"36/1, DE SERAM RD, MT. LAVINIA",6,B,Colombo,Colombo,Ratmalana Divisional Secretariat,NULL,NULL
TRI STAR BEACH HOTEL,"ARUGAMBAY,POTTUVIL",20,A,Ampara,Puttalam Pradeshiya Sabha,Pottuvil Divisional Secretariat,NULL,NULL
POLGAHAWELA REST HOUSE,"NO. 76, KEGALLE ROAD, POLGAHAWELA",18,B,Kurunegala,Polgahawela Pradeshiya Sabha,Polgahawela Divisional Secretariat,80.299345,7.331108
TISSA VILLAGE,"UDUWILA,THISSAMAHARAMA",6,B,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,81.285821,6.278132
VERONA HOTEL,"ZAVIER ROAD, WENNAPPUWA",10,A,Puttalam,Wennappuwa Pradeshiya Sabha,Chilaw Divisional Secretariat,79.83491,7.34757
ROYAL REST,"MANNAR ROAD, VEPPANKULAM, VAVUNIYA",7,B,Vavuniya,Vavuniya,Vavuniya,NULL,NULL
VICTORIA GOLF & COUNTRY RESORT,"P.O.BOX 07, RAJAWELLA",25,A,Kandy,Kandy,Kandy Divisional Secretariat,80.774256,7.265143
WATERS EDGE,"NO.316,ATHUL KOTTE ROAD,BATTARAMULLA",5,A,Colombo,Colombo,kaduwela Divisional Secretariat,NULL,NULL
VISAKA HOTEL,"NO:34, SELLAKATARAGAMA ROAD, KATARAGAMA",22,A,Moneragala,Hambantota,Hambantota Divisional Secretariat,81.31888,6.420677
WET WATER RESORT,"NO.136/D,LUMBINIWATTA,JA-ELA ,GAMPAHA",12,A,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,79.95547,7.090865
RIVER GARDERN GUEST,BELIHULOYA,5,B,Ratnapura,Ratnapura,Imbulpe Divisional Secretariat,NULL,NULL
RICO SHADOW GUEST HOUSE & RESTAURENT,"KAMMALA NORTH, WAIKKALA",10,A,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,79.83965,7.298235
HOTEL WONDER BAR,"CHANDANA VILLA,ROBOLGODA,BENTHOTA",6,A,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,80.000133,6.411683
YATHUSAN GUEST HOUSE,"KADDUWAN ROAD, MALLAKAM, JAFFNA",5,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
ROYAL REST,"KANDY ROAD, MANGULLAM",6,B,Jaffna,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
WIJAYA HOLIDAY RESORT,"THALGAHAHENA ESTATE,EPITAWALA,KIRIELLA",12,A,Ratnapura,Ratnapura,Kiriella Divisional Secretariat,80.243828,6.743553
CLARION HUB,"NO: 1374, COLOMBO ROAD, KURANA, KATUNAYAKA.",20,A,Gampaha,Gampaha,Gampaha Divisional Secretariat,NULL,NULL
YALA EDGE,"KOCHIPOTHANA, SITHULPAHUWA ROAD, KATHARAGAMA",5,B,Moneragala,Polonnaruwa,Moneragala Divisional Secretariat,81.38107,6.402011
PUBS AND PLACES,"1837, NEW GALLE ROAD, MORATUWA",5,B,Colombo,Moratuwa,Moratuwa Divisional Secretariat,NULL,NULL
ROYAL PARK GUEST,"NO:121, GALA JUNCTION, KIRIBATHGODA",16,B,Colombo,Colombo,Colombo Divisional Secretariat,79.933777,6.984793
THE TALDUWA MANOR,"MALWATTE LEISURE RESORTS, TALDUWA ESTATE, IRRACHT DIIVISION, HATTON ROAD, DEHIOWITA",12,B,Kegalle,Dehiowita Pradeshiya Sabha,Dehiovita Divisional Secretariat,80.249924,6.974722
SPRING OF LIFE,"NO. 57/A, GANGABODA ROAD, WEWELA, PILIYANDALA",11,A,Colombo,Kesbewa,Kesbewa Divisional Secretariat,79.904251,6.803964
SUN N SEA HOTEL,"NO. 324, MATARA ROAD, GANAHENA, UNAWATUNA",10,B,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,80.252304,6.007165
COSY HOTEL & RESTAURANT,"NO.15,SIRAMPIYADI LANE,JAFFNA.",15,A,Jaffna,Jaffna,Jaffna Divisional Secretariat,80.017311,9.667941
J.J.GUEST HOUSE,"KANDY ROAD,PALAI",6,B,Kilinochchi,Jaffna,Jaffna Divisional Secretariat,NULL,NULL
HERITAGE GARDEN,"NO:687,GALLE ROAD,MOLLIGODA,WADDUWA,",5,B,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,79.931446,6.66238
GOMEZ PLACE,"NO:22/6B,PORUTHOTA ROAD,ETTUKALA,NEGAMBO",11,B,Gampaha,Negombo,Negombo Divisional Secretariat,79.843826,7.240576
N T P GREEN HOUSE STAR,"MAIN STREET,PUTHUKKUDIYIRUPPU - 05, PUTHUKKUDIYIRUPPU",10,C,Batticaloa,Batticaloa,Manmunai Pattu Divisional Secretariat,NULL,NULL
PENARA HOTEL AND RESTAURANT,"NO.779,WARAGODA ROAD, KELANIYA.",10,B,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,NULL,NULL
WALPOLA RESTAURANT & GUEST HOUSE,"WALPOLA RESTAURANT,ATUELA,PITABADDARA.",5,C,Matara,Pitabeddara Pradeshiya Sabha,Pitabeddara Divisional Secretariat,NULL,NULL
HOTEL SHANTHI,"NO:114/1,MORAGOLLAGAMA ROAD,MAHO",14,A,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,NULL,NULL
HOTEL ALAKAMANDA,"NO:11/1,NAGASENA MAWATHA,ANURADHAPURA",6,A,Anuradhapura,Anuradhapura,Anuradhapura East,80.417471,8.308622
SHINE GUEST HOUSE & RESTAURANT,"NO:157/7,PADILIYATUDUWA ROAD,HUNUPITIYA,WATTALA",7,C,Gampaha,Gampaha,Mahara Divisional Secretariat,NULL,NULL
HOTEL THE PARADISE,"PUTTALAM ROAD,WALAGANE,MASPOTHA.",6,B,Kurunegala,Kurunegala,Maspotha Divisional Secretariat,NULL,NULL
BINURI HOTEL & GUEST HOUSE,"WADIYA WATTA,MAPALAGAMA,GALLE",12,B,Galle,Galle,Nagoda Divisional Secretariat,NULL,NULL
DECO ON FORTY FOUR,"NO:44,LIGHT HOUSE STREET,FORT,GALLE",7,A,Galle,Galle,Galle Divisional Secretariat,80.216486,6.026811
DICKWELLA RESTAURANT,"NO:121/1,MAIN STREET,AMBALANTOTA",6,C,Hambantota,Ambalantota Pradeshiya Sabha,Ambalantota Divisional Secretariat,NULL,NULL
BANDAGIRI VILLAGE ECO RESORTS,"GONNORUWA ROAD,HAMBANTOTA",22,A,Hambantota,Hambantota,Hambantota Divisional Secretariat,81.142757,6.234207
KIRUWANA ELLA GUEST,"URUBOKKA ROAD,MORAGALA,KIRILIPANA",6,B,Matara,Matara,Pasgoda Divisional Secretariat,NULL,NULL
